                            0.356600E+00                             -0.261600E+05
                            0.178300E+02                             -0.104618E+06
                            0.594333E+01                             -0.341415E+05
                            0.148583E+01                              0.221958E+05
                            0.297167E+00                              0.167296E+05
                            0.495278E+01                             -0.298693E+05
                            0.707540E+00                             -0.174932E+05
                            0.884424E+01                              0.402941E+05
                            0.982694E+00                             -0.170224E+05
                            0.982694E+01                              0.239499E+05
                            0.893358E+00                             -0.356724E+05
                            0.744465E+01                              0.210421E+05
                            0.572665E+00                              0.222369E+05
                            0.409047E+01                              0.224006E+05
                            0.272698E+00                              0.425168E+05
                            0.170436E+01                             -0.244428E+05
                            0.100257E+00                              0.468449E+05
                            0.556981E+00                              0.235138E+05
                            0.293148E+01                              0.172450E+05
                            0.146574E+00                             -0.324610E+05
                            0.697971E+00                             -0.143596E+05
                            0.317260E+01                              0.387032E+05
                            0.137939E+00                             -0.167250E+05
                            0.574746E+00                              0.219750E+05
                            0.229898E+01                             -0.638728E+05
                            0.884224E-01                             -0.413023E+05
                            0.327490E+00                             -0.115086E+05
                            0.116961E+01                              0.291832E+05
                            0.403313E-01                             -0.286314E+05
                            0.134438E+00                             -0.773355E+04
                            0.433670E+00                             -0.111560E+05
                            0.135522E+01                              0.391538E+05
                            0.410673E-01                              0.308674E+05
                            0.120786E+00                              0.346185E+05
                            0.345103E+00                             -0.220417E+05
