0.491753E+01    0.353610E-07
0.245876E+01    0.109775E+00
0.819588E+00    0.187125E+03
0.204897E+02    0.212399E-49
0.409794E+01    0.554974E-05
0.682990E+00    0.118927E+03
0.975700E+01    0.285625E-20
0.121963E+01    0.740474E+02
0.135514E+00    0.780217E+02
0.135514E+01    0.417218E+02
0.123194E+00    0.412465E+02
0.102662E+01    0.142243E+03
0.789708E-01   -0.814547E+00
0.564077E+00   -0.489496E+01
0.376052E+01    0.439213E-04
0.235032E+00   -0.683176E+02
0.138254E+01    0.368572E+02
0.768079E-01    0.270114E+02
0.404252E+00    0.261047E+02
0.202126E+01    0.134426E+01
0.962505E-01   -0.107272E+03
0.437502E+00   -0.159433E+02
0.190218E+01    0.259766E+01
0.792577E-01   -0.441877E+01
0.317031E+00    0.110599E+03
0.121935E+01    0.741283E+02
0.451611E-01    0.826053E+02
0.161290E+00    0.191661E+02
0.556171E+00   -0.120765E+02
0.185390E+01    0.337995E+01
0.598033E-01    0.580215E+02
0.186885E+00   -0.807901E+02
0.566319E+00   -0.277415E+01
0.166565E+01    0.918747E+01
0.475899E-01   -0.122381E+03
