                            0.106311E+02                             -0.219588E-11
                            0.531557E+01                             -0.367539E-02
                            0.177186E+01                             -0.809823E+03
                            0.442964E+00                              0.229933E+03
                            0.885929E+01                             -0.269819E-08
                            0.147655E+01                             -0.438289E+03
                            0.210935E+00                             -0.338428E+03
                            0.263669E+01                             -0.855536E+02
                            0.292966E+00                             -0.119040E+04
                            0.292966E+01                             -0.314968E+02
                            0.266333E+00                              0.129222E+04
                            0.221944E+01                             -0.310321E+03
                            0.170726E+00                              0.655442E+02
                            0.121947E+01                              0.298828E+04
                            0.812981E-01                             -0.344315E+00
