                            0.491008E+01                              0.790765E-01
                            0.245504E+01                              0.268084E+03
                            0.818347E+00                             -0.761025E+03
                            0.204587E+02                              0.294610E-25
                            0.409174E+01                              0.136487E+01
                            0.681956E+00                              0.587775E+03
                            0.974223E+01                              0.227447E-08
                            0.121778E+01                              0.139116E+04
                            0.135309E+00                             -0.445111E+02
                            0.135309E+01                              0.185682E+04
                            0.123008E+00                              0.397878E+02
                            0.102507E+01                              0.985819E+01
                            0.788513E-01                             -0.217515E+01
                            0.563223E+00                              0.255733E+02
                            0.375482E+01                              0.430473E+01
