                            0.318916E+00                             -0.128491E+06
                            0.159458E+02                             -0.335790E+05
                            0.531526E+01                              0.125751E+05
                            0.132882E+01                              0.475061E+05
                            0.265763E+00                              0.188602E+06
                            0.442939E+01                              0.208809E+05
                            0.632769E+00                              0.561735E+05
                            0.790962E+01                              0.132635E+05
                            0.878846E+00                             -0.440806E+05
                            0.878846E+01                              0.180493E+05
                            0.798951E+00                             -0.505510E+05
                            0.665793E+01                              0.282398E+04
                            0.512148E+00                              0.389219E+05
                            0.365820E+01                             -0.409007E+05
                            0.243880E+00                             -0.944534E+05
