                            0.928119E+01                              0.336796E-09
                            0.464060E+01                              0.314306E-01
                            0.154687E+01                              0.132452E+04
                            0.386716E+00                              0.146416E+03
                            0.773433E+01                              0.159354E-06
                            0.128905E+01                              0.161774E+04
                            0.184151E+00                              0.219765E+03
                            0.230188E+01                              0.173724E+03
                            0.255765E+00                              0.208914E+03
                            0.255765E+01                              0.739154E+02
                            0.232513E+00                             -0.420615E+03
                            0.193761E+01                              0.528237E+03
                            0.149047E+00                             -0.591058E+02
                            0.106462E+01                              0.376649E+03
                            0.709748E-01                              0.843663E+00
