                            0.357055E+01                             -0.694562E-01
                            0.178527E+01                             -0.285014E+02
                            0.595091E+00                              0.251212E+03
                            0.148773E+02                             -0.230078E-20
                            0.297546E+01                             -0.631555E+00
                            0.495909E+00                             -0.205965E+03
                            0.708442E+01                             -0.745239E-07
                            0.885552E+00                              0.283818E+03
                            0.983947E+01                             -0.127611E-11
                            0.983947E+00                              0.158923E+03
                            0.894497E+01                             -0.452420E-10
                            0.745414E+00                              0.438627E+03
                            0.573396E+01                             -0.156348E-04
                            0.409568E+00                             -0.679331E+01
                            0.273046E+01                             -0.151823E+01
